normalized_reviews,predicted_rating
"['really', 'love', 'samsung', 'products', 'bring', 'phone', 'saw', 'specs', 'camera', 'actually', 'work', 'perfectly', 'minor', 'problems', 'phone', 'samsung', 'phone', 'keyboard', 'sometimes', 'fix', 'another', 'app']",1
"['would', 'never', 'another', 'design', 'totally', 'happy', 'wait', 'next', 'one', 'try']",0
"['love', 'samsung', 'products', 'high', 'quality', 'like', 'design']",1
"['nice', 'size', 'multiple', 'great', 'function', 'great', 'innovation', 'samsung', 'love', 'phone']",1
"['experience', 'far', 'positive', 'except', 'couple', 'time', 'phone', 'freeze']",0
"['get', 'phone', 'break', 'look', 'back', 'since', 'fingerprint', 'scanner', 'one', 'main', 'sell', 'point', 'absolutely', 'love', 'one', 'feature', 'think', 'cool', 'gimmick', 'hrm']",1
"['phone', 'fast', 'clear', 'complaints', 'much', 'better', 'last', 'phone', 'amaze', 'well', 'work', 'apps', 'media']",1
"['new', 'samsung', 'galaxy', 'weeks', 'main', 'concern', 'purchase', 'phone', 'space', 'memory', 'phone', 'great', 'space', 'love', 'able', 'many', 'apps', 'available', 'still', 'able', 'hold', 'picture', 'music', 'etc']",0
"['absolutely', 'love', 'phone', 'great', 'feature', 'easy', 'use']",1
"['like', 'back', 'battery', 'cover', 'matte', 'bite', 'rubbery', 'help', 'keep', 'put', 'feel', 'good', 'hold', 'also', 'hat', 'collect', 'fingerprint', 'back', 'two', 'part', 'unfortunate', 'dedicate', 'graphics']",1
"['great', 'phone', 'practical', 'think', 'samsung', 'app', 'like', 'calendar', 'task', 'could', 'improve']",1
"['phone', 'everything', 'could', 'want', 'mobile', 'device']",1
"['like', 'best', 'products', 'thank', 'samsung']",1
"['love', 'new', 'galaxy', 'best', 'phone', 'ever', 'use', 'feature', 'performance', 'phone', 'lack', 'nothing', 'like', 'samsung', 'apps', 'support', 'camera', 'unbelievable', 'offer', 'wide', 'variety', 'enhancement', 'feature', 'find', 'phone']",1
"['feature', 'xtraordinario', 'glad', 'samsung', 'galaxy', 'great', 'easily', 'use']",1
"['amaze', 'phone', 'switch', 'iphone', 'never', 'look', 'back']",1
"['love', 'phone', 'battery', 'last', 'people', 'would', 'need', 'overall', 'powerful', 'phone', 'amaze', 'camera', 'problems', 'pattern', 'lock', 'screen', 'love', 'galaxy', 'everything', 'offer']",1
"['word', 'cant', 'even', 'describe', 'awesome', 'samsung', 'galaxy', 'gphone', 'one', 'month', 'impress', 'go', 'local', 'mobile', 'kiosk', 'store', 'purchase', 'three', 'entire', 'family']",1
"['great', 'experience', 'phone', 'way', 'one', 'person', 'need', 'live']",1
"['phone', 'would', 'deal', 'phone', 'damage', 'single', 'fall', 'little', 'sprinkle', 'water', 'phone', 'really', 'wow', 'versatility', 'phone', 'access', 'many', 'feature', 'breeze', 'speed']",1
"['galaxy', 'months', 'issue', 'phone', 'fast', 'allow', 'need', 'need', 'lot', 'feature', 'fingerprint', 'scanner', 'make', 'phone', 'secure', 'easier', 'use', 'love', 'waterproof', 'design', 'size']",1
"['phone', 'amaze', 'even', 'friends', 'iphones', 'will', 'admit', 'impress', 'time', 'phone', 'never', 'let', 'wish', 'could', 'give', 'star']",1
"['let', 'begin', 'say', 'cant', 'think', 'anything', 'phone', 'lack', 'beautiful', 'design', 'perfect', 'size', 'indulge', 'watch', 'movies']",1
"['love', 'phone', 'extremely', 'fast', 'note', 'much', 'love', 'note', 'find', 'least', 'faster', 'better', 'overall', 'graphics', 'love', 'battery', 'save', 'option', 'phone', 'stay', 'days', 'full', 'charge']",1
"['best', 'phone', 'ever']",1
"['lot', 'phone', 'phone', 'unbelievable', 'many', 'feature', 'easy', 'use']",1
"['phone', 'allow', 'much', 'battery', 'last', 'long', 'time', 'take', 'amaze', 'picture', 'videos', 'love', 'sleek', 'design']",1
"['several', 'different', 'type', 'phone', 'far', 'galaxy', 'awesome']",1
"['great', 'screen', 'resolution', 'build', 'strong', 'fastest', 'phone', 'ever']",1
"['fan', 'samsung', 'start', 'galaxy', 'phone', 'better', 'next', 'although', 'real', 'big', 'change', 'button', 'bottom', 'awesome', 'phone']",1
"['own', 'samsung', 'galaxy', 'use', 'samsung', 'galaxy', 'work', 'upgrade', 'year', 'love', 'phone', 'able', 'search', 'web', 'small', 'enough', 'carry', 'big', 'enough', 'read', 'book', 'article', 'definitely', 'good', 'investment']",1
"['worry', 'big', 'problem', 'incredible', 'issue', 'whatever', 'ask', 'pretty', 'much', 'flawlessly', 'mini', 'specs', 'would', 'probably', 'get', 'best', 'electronic', 'device', 'ever', 'own']",1
"['nothing', 'compare', 'samsung', 'galaxy', 'time', 'samsung', 'always', 'briliant', 'idea', 'create', 'gadgets', 'compititors', 'beat', 'keep', 'good', 'work', 'samsung']",1
"['like', 'keep', 'things', 'look', 'one', 'screen', 'back', 'reopen', 'page']",0
"['awesome', 'feature', 'easy', 'navigate', 'make', 'one', 'stand', 'beautiful', 'picture', 'qualities']",1
"['water', 'resistant', 'top', 'phone', 'market', 'say', 'mention', 'brilliant', 'notifications', 'system', 'battery', 'life', 'god', 'phenomenal', 'hit', 'red', 'zone', 'turn', 'straight', 'ultra', 'power', 'save', 'still', 'receive', 'call', 'texts', 'access', 'internet', 'whatsapp']",1
"['like', 'fast', 'phone', 'work', 'issue', 'answer', 'call', 'send', 'always', 'work', 'call', 'people', 'back']",0
"['really', 'like', 'samsung', 'lot', 'great', 'feature', 'iphone']",1
"['cost', 'smart', 'phone', 'crazy', 'high', 'one']",0
"['galaxy', 'series', 'phone', 'far', 'best', 'work', 'great', 'water', 'proof', 'feature', 'must', 'days', 'thing', 'like', 'try', 'make', 'call', 'number', 'find', 'online', 'say', 'contact', 'stop', 'problem']",1
"['easy', 'use', 'reliable', 'months', 'still', 'discover', 'fun', 'interest', 'things', 'phone']",0
"['really', 'love', 'galaxy', 'always', 'iphone', 'user', 'get', 'tire', 'issue', 'switch', 'new', 'galaxy', 'good', 'thing', 'issue', 'phone', 'provider', 'mobile', 'phone', 'highly', 'recommend', 'phone', 'want', 'ease', 'use', 'style']",1
"['go', 'kick', 'scream', 'world', 'smart', 'phone', 'get', 'one', 'would', 'lower', 'monthly', 'cell', 'phone', 'bill', 'son', 'pay', 'promotions', 'credit', 'etc', 'pretty', 'computer', 'savvy', 'find', 'smart', 'phone', 'always', 'follow', 'computer', 'instincts']",1
"['galaxy', 'personally', 'like', 'better', 'great', 'phone', 'lot', 'feature', 'wish', 'keep', 'old', 'ones']",1
"['phone', 'great', 'feature', 'ultra', 'power', 'save', 'mode', 'camera', 'feature', 'camera', 'definitely', 'amaze', 'improvement', 'would', 'highly', 'recommend', 'phone', 'great', 'battery', 'life', 'almost', 'lag']",1
"['ask', 'better', 'phone', 'exception', 'keyboard', 'key', 'tiny', 'big', 'hand', 'like', 'mine', 'confuse', 'constantly']",1
"['far', 'best', 'galaxy', 'phone', 'ever', 'use', 'display', 'great', 'response', 'fast', 'seem', 'capability', 'endless', 'come', 'many', 'little', 'change', 'little', 'frustrate', 'figure', 'magazine', 'svoice', 'app', 'always', 'pop', 'options']",1
"['lot', 'useful', 'feature', 'run', 'process', 'fast', 'sleek', 'design']",1
"['proud', 'say', 'phone', 'powerful', 'phone', 'though', 'may', 'set', 'back', 'nothing', 'ever', 'bad', 'take', 'back']",1
"['phone', 'second', 'samsung', 'phone', 'surprise', 'speed', 'capabilities', 'phone', 'call', 'someone', 'feel', 'assure', 'phone', 'call', 'go', 'cut', 'intend']",1
"['design', 'bad', 'cover', 'brake', 'easily']",0
"['awesome', 'phone', 'overall', 'time', 'touchwiz', 'lag', 'much', 'get', 'phone', 'really', 'need', 'root']",1
"['problem', 'hold', 'charge', 'long']",0
"['love', 'product', 'great', 'camera', 'security', 'system']",1
"['galaxy', 'great', 'phone', 'able', 'much', 'start', 'apps', 'excellent']",1
"['phone', 'great', 'phone', 'function', 'advertise']",0
"['great', 'phone', 'easy', 'use', 'large', 'screen', 'capabilities', 'endless', 'seem', 'freeze', 'occasionally', 'due', 'certain', 'program', 'incompatibilies']",1
"['could', 'better', 'maybe', 'much', 'better', 'noe', 'give', 'scale']",0
"['phone', 'water', 'resistant', 'sure', 'market', 'simply', 'lead', 'use', 'advertise', 'end', 'dead', 'phone', 'also', 'disappoint', 'charger', 'cover', 'break', 'within', 'week', 'like', 'concept', 'phone', 'simply', 'measure']",0
"['many', 'wonderful', 'feature', 'lot', 'pros', 'think', 'want', 'focus', 'con', 'big', 'one', 'bluetooth', 'sound', 'call', 'feature', 'really', 'buggy', 'cut', 'lot', 'guess', 'google', 'list', 'people', 'need', 'help', 'try', 'fix']",0
"['samsung', 'galaxy', 'best', 'phone', 'ever', 'own']",1
"['find', 'great', 'cell', 'phone', 'able', 'read', 'myour', 'bible', 'well', 'website', 'search', 'text', 'email', 'make', 'call', 'without', 'drop', 'call', 'camera', 'take', 'lovely', 'picture', 'also']",1
"['take', 'beautiful', 'pics', 'way', 'around', 'awesome', 'device']",1
"['love', 'camera', 'awesome', 'establish', 'samsung', 'account', 'register', 'product', 'breeze', 'call', 'tech', 'support', 'confirm', 'complete', 'registration', 'learn', 'phone', 'next', 'days']",1
"['see', 'older', 'person', 'easy', 'see', 'read', 'application']",0
"['love', 'phone', 'performance', 'however', 'hate', 'freak', 'little', 'door']",1
"['love', 'phone', 'everything', 'offer', 'techy', 'guy', 'bright', 'screen', 'able', 'handle', 'sunlight', 'without', 'blank', 'screen', 'sometimes', 'get', 'sunny', 'days', 'easy', 'grasp', 'apps', 'function', 'time', 'speakers', 'work', 'well', 'call', 'music']",1
"['give', 'phone', 'kid', 'use', 'every', 'day', 'great']",1
"['phone', 'amaze', 'camera', 'touch', 'screen', 'keyboard', 'fact', 'water', 'proof', 'dust', 'proof', 'slim', 'design', 'slide', 'pocket', 'easy', 'easily', 'come', 'instead', 'hassle', 'phone', 'steep', 'price', 'think', 'worth']",1
"['great', 'phone', 'person', 'use', 'number', 'phone', 'years', 'one', 'great', 'decent', 'size', 'take', 'nice', 'picture', 'performance', 'pretty', 'good', 'samsung', 'instal', 'number', 'nice', 'phone', 'top', 'exist', 'android', 'kitkat', 'feature', 'issue', 'program']",1
"['great', 'phone', 'poor', 'external', 'speaker', 'need', 'bump', 'internal', 'memory', 'always', 'run', 'memory', 'usage', 'extra', 'apps', 'instal', 'game', 'memory', 'hog', 'aside', 'still', 'one', 'best', 'phone', 'market']",1
"['love', 'samsung', 'light', 'fast', 'slim', 'nice', 'camera', 'love']",1
"['switch', 'galaxy', 'galaxy', 'love', 'new', 'ultra', 'battery', 'mode', 'camera', 'video', 'options', 'much', 'better', 'much', 'great', 'phone']",1
"['new', 'samsung', 'weeks', 'love', 'battery', 'life', 'longer', 'issue', 'screen', 'size', 'perfect', 'read', 'enlarge', 'text', 'happy', 'purchase', 'except', 'cost', 'phone', 'way', 'expensive', 'still', 'best', 'phone', 'pay', 'cost']",1
"['far', 'best', 'phone', 'ever', 'own', 'love', 'feature', 'everything', 'easy', 'use', 'camera', 'second', 'none']",1
"['amount', 'phone', 'nice', 'phone', 'worth', 'money', 'long', 'shoot', 'fact', 'battery', 'life', 'horrible', 'take', 'phone', 'charger', 'turn', 'bam']",0
"['restart', 'time', 'buy', 'enough', 'month']",0
"['galaxy', 'amaze', 'phone', 'easy', 'switch', 'iphone']",1
"['buy', 'phone', 'know', 'would', 'everything', 'laptop', 'better', 'faster', 'heat', 'still', 'learn', 'better', 'use', 'find', 'something', 'new', 'everyday', 'love', 'phone']",1
"['favorite', 'feature', 'phone', 'water', 'resistance', 'meter', 'water', 'next', 'active', 'workout', 'app', 'take', 'step', 'heart', 'rate', 'diet', 'optinial', 'lastly', 'phone', 'durable', 'feel', 'display', 'crisp', 'overall', 'love', 'phone']",1
"['first', 'smart', 'phone', 'buy', 'camera', 'boy', 'impress', 'think', 'pix', 'get', 'good', 'many', 'professional', 'cameras', 'much', 'versatility', 'whole', 'family', 'love', 'phone', 'two', 'weeks', 'much', 'still', 'learn']",1
"['love', 'phone', 'great', 'screen', 'feature', 'camera', 'battery', 'absolutely', 'great', 'use', 'phone', 'lot', 'still', 'charge', 'maybe', 'hour', 'period', 'plus', 'find', 'really', 'low', 'battery', 'life', 'use', 'ultra', 'battery', 'saver', 'mode', 'forget', 'charge', 'one', 'day', 'go']",1
"['love', 'everything', 'phone', 'except', 'one', 'issue', 'network', 'keep', 'go', 'upset', 'try', 'work', 'online', 'keep', 'go', 'especially', 'price', 'phone', 'happen']",1
"['really', 'like', 'galaxy', 'top', 'phone', 'ever', 'computer', 'pocket']",1
"['gal', 'first', 'phone', 'own', 'truly', 'computer', 'perform', 'like', 'one', 'lag', 'time', 'buffer', 'time', 'resolution', 'spectacular', 'slrs', 'rival', 'mpx', 'camera', 'bad', 'boy']",0
"['great', 'phone', 'easy', 'use', 'smart', 'phone', 'veteran', 'great', 'sound', 'display', 'terrific', 'feature', 'solid', 'build', 'give', 'phone', 'unqualified', 'recommendation']",1
"['phone', 'great', 'feature', 'power', 'phone', 'make', 'wonderful', 'mobile', 'communication', 'device', 'samsung', 'website', 'however', 'non', 'responsive', 'uncooperative', 'basically', 'unpleasant']",1
"['own', 'smart', 'phone', 'best', 'phone', 'own', 'yet']",1
"['could', 'say', 'phone', 'awsome', 'totally', 'recommend', 'others']",1
"['samsung', 'always', 'build', 'good', 'products', 'phone', 'amaze', 'size', 'awesome', 'touchscreen', 'amaze', 'well', 'never', 'get', 'glitches', 'phone', 'really', 'fast', 'thing', 'annoy', 'charge', 'port', 'since', 'less', 'room', 'open', 'long', 'nail', 'need', 'always', 'find']",1
"['look', 'forward', 'debut', 'phone', 'could', 'upgrade', 'buy', 'phone', 'realize', 'applications', 'use', 'galaxy', 'miss', 'phone', 'communicate', 'completely', 'bluetooth', 'head', 'set']",0
"['waterproof', 'would', 'give', 'great', 'screen', 'decent', 'size', 'feel', 'nice', 'hand', 'fact', 'touchwiz', 'interface', 'dose', 'dark', 'black', 'navy', 'blue', 'background', 'white', 'text', 'part', 'interface', 'awesome', 'way', 'option']",1
"['son', 'own', 'one', 'one', 'go', 'talk', 'daughter', 'upgrade', 'iphone', 'galaxy']",1
"['far', 'course', 'best', 'galaxy', 'phone', 'own', 'since', 'first', 'one', 'one', 'thing', 'would', 'complain', 'phone', 'look', 'forward', 'see', 'samsung', 'draw', 'board']",1
"['overall', 'good', 'product', 'indicate', 'certain', 'things', 'like', 'htc', 'one']",1
"['phone', 'easy', 'use', 'access', 'apps', 'outstanding', 'samsung', 'synk', 'work', 'great', 'face', 'book', 'gmail', 'synk', 'log', 'events', 'calendar', 'automatically', 'send', 'notice', 'things', 'like', 'days', 'anything', 'else', 'date', 'time', 'phone', 'amaze', 'every', 'day']",1
"['camera', 'much', 'better', 'iphone', 'able', 'keep', 'multiple', 'apps', 'open', 'ease', 'switch', 'wonderful']",1
"['great', 'phone', 'want', 'try', 'love', 'buy', 'one', 'one', 'wife', 'jump', 'phone', 'pool', 'phone', 'still', 'work', 'great', 'soldier', 'work', 'go', 'get', 'galaxy', 'uncle', 'buy', 'one']",1
"['best', 'phone', 'stop', 'download', 'apps', 'matter', 'need', 'do', 'galaxy', 'job']",1
"['galaxy', 'top', 'phone', 'flaw', 'really', 'recommend', 'phone']",1
"['rat', 'lower', 'value', 'design', 'due', 'way', 'phone', 'plug', 'charge', 'hate', 'little', 'piece', 'move', 'way', 'order', 'plug', 'see', 'fall', 'break', 'close', 'point']",0
"['love', 'phone', 'first', 'get', 'give', 'issue', 'screen', 'go', 'black', 'listen', 'pandora', 'turn', 'phone', 'get', 'work', 'also', 'able', 'receive', 'mms', 'come', 'say', 'download', 'try', 'never', 'work']",0
"['great', 'phone', 'great', 'pics', 'easy', 'use', 'like', 'fact', 'menu', 'button', 'recently', 'use', 'apps', 'button', 'get', 'use', 'bad']",1
"['love', 'phone', 'fast', 'responsive', 'display', 'amaze', 'camera', 'unreal', 'downfall', 'smartphones', 'battery', 'good', 'battery', 'great', 'however', 'ultra', 'save', 'mode', 'life', 'saver']",1
"['everything', 'expect', 'easy', 'use', 'practice', 'pic', 'great']",1
"['give', 'personally', 'since', 'purchase', 'item', 'issue', 'whatsoever', 'use', 'quite', 'easily', 'without', 'say', 'could', 'possibly', 'seed', 'near', 'future', 'would', 'recommend', 'anyone', 'interest', 'sort', 'device']",1
"['best', 'phone', 'ever', 'own', 'fast', 'full', 'feature']",1
"['always', 'iphone', 'switch', 'phone', 'bad', 'good', 'phone']",1
"['outstanding', 'feature', 'phone', 'outstanding', 'beyond', 'ordinary', 'fantastic', 'phone']",1
"['love', 'phone', 'much', 'still', 'learn', 'feature']",1
"['love', 'phone', 'especially', 'fingerprint', 'scan', 'love', 'color', 'apps', 'easy', 'use', 'take', 'forever', 'learn', 'use', 'htc', 'phone', 'user', 'friendly', 'would', 'definitely', 'recommend', 'phone', 'thank', 'samsung']",1
"['phone', 'months', 'give', 'problems', 'love', 'waterproof', 'great', 'water', 'pics', 'plenty', 'feature', 'play', 'like', 'controller', 'really', 'nice', 'phone']",1
"['well', 'design', 'wise', 'like', 'pleather', 'back', 'rather', 'glossy', 'plastic', 'back', 'like', 'charge', 'door', 'cover', 'mine', 'loose', 'know', 'samsung', 'fix']",0
"['love', 'love', 'love', 'galaxy', 'user', 'friendly']",1
"['love', 'camera', 'apps', 'glad', 'go', 'worth', 'money']",1
"['love', 'samsung', 'college', 'game', 'picture']",1
"['sure', 'issue', 'relate', 'phone', 'also', 'watch', 'video', 'keep', 'pause', 'wither', 'locally', 'save', 'video', 'youtube', 'full', 'buffer', 'data']",0
"['great', 'phone', 'excellent', 'display', 'waterproof', 'huge', 'security', 'accidents']",1
"['love', 'upgrade', 'phone', 'biggest', 'issue', 'battery', 'life', 'open', 'apps', 'would', 'like', 'see', 'apps', 'close', 'use', 'battery', 'life', 'last', 'day', 'matter', 'use']",1
"['enjoy', 'battery', 'last', 'good', 'amount', 'time', 'great', 'apps', 'lightweight']",1
"['great', 'phone', 'easy', 'use', 'disappoint']",1
"['best', 'phone', 'ever', 'fast', 'problems', 'run', 'smoothly', 'really', 'good', 'camera']",1
"['recommend', 'everyone', 'meet', 'iphone', 'users', 'jealous', 'feature', 'push', 'make', 'switch', 'nest', 'decision', 'switch', 'galaxy']",1
"['iphone', 'user', 'years', 'decide', 'try', 'android', 'phone', 'well', 'feel', 'like', 'start', 'live', 'love', 'new', 'samsung', 'galaxy', 'problem', 'get', 'texts', 'iphone', 'users', 'quickly', 'resolve', 'delete', 'old', 'iphone', 'apple', 'support']",1
"['absolutely', 'love', 'phone', 'pics', 'take', 'phone', 'develop', 'awesome', 'whole', 'quality', 'phone', 'beyond', 'use', 'fingerprint', 'scanner', 'lock', 'unlock', 'phone', 'love', 'feature', 'look', 'quality', 'sound', 'music', 'best']",1
"['still', 'get', 'know', 'new', 'device', 'far', 'good', 'impressive', 'thing', 'battery', 'life', 'last', 'super', 'long', 'time', 'regardless', 'voice', 'command', 'work', 'exceptionally', 'well']",1
"['old', 'guy', 'step', 'century', 'first', 'smart', 'phone', 'overwhelm', 'power', 'utility', 'use', 'hotspot', 'feature', 'wirelessly', 'connect', 'mac', 'ipad', 'simultaneously', 'internet', 'phone', 'much', 'phone', 'list', 'endless']",1
"['love', 'emoji', 'come', 'keyboard', 'like', 'havino', 'iphone']",1
"['love', 'phone', 'feature', 'samsung', 'operate', 'communcate', 'well', 'love', 'love', 'love', 'phone']",1
"['always', 'part', 'galaxy', 'family', 'lot', 'like', 'add', 'feature', 'use', 'definitely', 'go', 'stay', 'samsung']",1
"['remarkable', 'phone', 'samsung', 'take', 'extra', 'step', 'provide', 'phone', 'exceed', 'expectations', 'say']",1
"['phone', 'great', 'issue', 'slow', 'freeze', 'force', 'close', 'handle', 'graphic', 'intensive', 'apps', 'game', 'perfectly']",1
"['phone', 'amaze', 'second', 'galaxy', 'phone', 'fourth', 'galaxy', 'product', 'obvious', 'samsung', 'put', 'much', 'think', 'every', 'aspect', 'design', 'feature', 'extremely', 'intuitive', 'plus', 'battery', 'life', 'incredible', 'use', 'day', 'run', 'battery']",1
"['love', 'phone', 'picture', 'great', 'love', 'videos']",1
"['great', 'choices', 'choose', 'accessories', 'available', 'include', 'apps', 'tremendous', 'performance', 'devices', 'may', 'excel', 'one', 'areas', 'love', 'balance', 'samsung', 'provide']",1
"['every', 'samsung', 'galaxy', 'phone', 'one', 'get', 'better', 'every', 'time', 'drop', 'one', 'con', 'yet', 'month', 'issue', 'love']",1
"['always', 'own', 'android', 'phone', 'far', 'best', 'phone', 'battery', 'life', 'great', 'screen', 'perfect', 'videos', 'look', 'amaze', 'find', 'watch', 'move', 'phone', 'hdtv', 'would', 'recommend', 'phone', 'one', 'love']",1
"['feature', 'need', 'help', 'run', 'business', 'smoothly']",1
"['best', 'phone', 'least', 'guess', 'rest', 'review']",0
"['little', 'float', 'toolbox', 'button', 'awesome', 'wait', 'plastic', 'oled', 'phone', 'tablet', 'concept', 'come']",1
"['love', 'galaxy', 'work', 'amazingly', 'totally', 'work', 'price']",1
"['addicited', 'new', 'samsung', 'use', 'everything', 'switch', 'iphone', 'happy', 'battery', 'life', 'amaze', 'color', 'vibrant', 'beautiful', 'stay', 'connect', 'friends', 'family', 'still', 'battery', 'life', 'end', 'day']",1
"['best', 'phone', 'market', 'days', 'love', 'samsung', 'keep']",1
"['experience', 'samsung', 'galaxy', 'amaze', 'thumb', 'light', 'versus', 'performance', 'still', 'excellent', 'feature', 'amaze', 'recommend', 'samsung', 'equipment', 'friends', 'worker']",1
"['overall', 'phone', 'good', 'except', 'battery', 'compartment', 'stick', 'usb', 'wire', 'charge', 'smooth', 'play', 'around', 'till', 'right']",1
"['umm', 'water', 'resistant', 'yes', 'fastest', 'phone', 'ever', 'create', 'color', 'phone', 'variety', 'apk', 'health', 'fastest', 'internet', 'download', 'wifi', 'let', 'brutal', 'thank', 'samsung']",1
"['galaxy', 'gear', 'watch', 'sweet', 'sweet', 'sweet', 'everything', 'everything', 'could', 'ever', 'need', 'want', 'phone', 'watch']",1
"['own', 'mobile', 'galaxy', 'iii', 'mow', 'love', 'camera', 'new', 'look', 'system', 'menu', 'fact', 'search', 'system', 'call', 'quality', 'great', 'even', 'speaker', 'phone', 'display', 'look', 'amaze']",1
"['wait', 'several', 'months', 'purchase', 'samsungs', 'opinion', 'worth', 'wait', 'every', 'day', 'astonish', 'samsungs', 'capabilities']",1
"['cover', 'charge', 'area', 'go', 'make', 'flimsy', 'material', 'include', 'warranty']",0
"['return', 'first', 'two', 'phone', 'couple', 'weeks', 'audio', 'problem', 'overheat', 'freeze', 'since', 'like', 'feature', 'especially', 'camera', 'buy', 'third', 'one', 'last', 'one', 'problems', 'one', 'week', 'least', 'audio', 'accept']",0
"['seem', 'though', 'anything', 'phone', 'possibilities', 'incredible']",1
"['best', 'cellphone', 'ever', 'work', 'well', 'easy', 'use', 'glad', 'upgrade']",1
"['galaxy', 'outstanding', 'durable', 'reliable', 'birthday', 'present']",1
"['use', 'samsung', 'products', 'fir', 'give', 'nit', 'disappoint', 'yet', 'anything', 'price', 'high', 'side', 'best', 'price', 'little', 'bite', 'dont', 'plan', 'change', 'samsung', 'products', 'time', 'soon']",1
"['second', 'samsung', 'smart', 'phone', 'love', 'previous', 'believe', 'could', 'operate', 'better', 'actually', 'hesitant', 'upgrade', 'glad']",1
"['mostly', 'like', 'phone', 'better', 'ever', 'still', 'try', 'figure', 'lot', 'things', 'think', 'grow', 'time', 'meanwhile', 'highly', 'recommend', 'might', 'still', 'sit', 'fence', 'smartphone', 'buy']",1
"['know', 'phone', 'bug', 'always', 'great', 'products', 'samsung', 'buy', 'galaxy', 'problems', 'first', 'onever', 'screen', 'crack', 'never', 'drop', 'replacement', 'issue', 'recognize', 'voice', 'text', 'volume', 'rocker', 'work']",0
"['phone', 'work', 'great', 'although', 'expensive', 'feature', 'smart', 'phone']",1
"['love', 'new', 'phone', 'slim', 'lightweight', 'well', 'design', 'beautiful', 'display', 'large', 'screen', 'amaze', 'camera', 'tons', 'feature', 'long', 'last', 'battery', 'great', 'power', 'save', 'modes', 'imagine', 'live', 'without', 'phone']",1
"['think', 'would', 'move', 'find', 'things', 'somewhat', 'different', 'expect', 'things', 'change', 'much', 'think', 'would', 'upgrade', 'like', 'camera', 'pixels', 'battery', 'life', 'etc']",1
"['surpass', 'samsung', 'galaxy']",1
"['great', 'phone', 'except', 'stop', 'flash', 'unfortunately', 'samsung', 'link', 'stop', 'appear', 'setup', 'process', 'try', 'several', 'time', 'make', 'popup', 'disappear', 'avail', 'get', 'phone', 'yesterday', 'brand', 'new']",0
"['phone', 'awsome', 'wish', 'time', 'play', 'phone', 'lol']",1
"['glad', 'upgrade', 'phone', 'great', 'new', 'feature', 'never', 'back', 'phone']",1
"['awesome', 'phone', 'still', 'learn', 'phone', 'overall', 'performance', 'awesome', 'def', 'stick', 'phone', 'good', 'fast', 'get', 'tire', 'phone', 'one', 'great', 'absolutely', 'love', 'thank', 'samsung', 'great', 'products']",1
"['happily', 'use', 'last', 'years', 'upgrade', 'thus', 'far', 'problems', 'day', 'receive', 'phone', 'stop', 'receive', 'text', 'message', 'completely', 'work', 'mobile', 'rep', 'rectify', 'hard', 'reset', 'phone']",0
"['feature', 'good', 'run', 'fast', 'clear', 'love', 'picture', 'style', 'cool']",1
"['great', 'keyboard', 'great', 'camera', 'water', 'resistant', 'amazingly', 'clear', 'bright', 'display', 'color', 'wonderful', 'see', 'display', 'battery', 'life', 'dependable', 'faster', 'lag']",1
"['clear', 'display', 'fingerprint', 'lock', 'health', 'apps', 'great', 'work', 'unfortunately', 'also', 'lot', 'bloatware', 'samsung', 'support', 'information', 'sparse', 'best', 'high', 'frustration', 'factor', 'things', 'work', 'expect', 'even', 'learn', 'feature', 'phone']",1
"['clearly', 'top', 'line', 'phone', 'great', 'performance', 'amaze', 'display', 'however', 'things', 'set', 'back', 'mostly', 'software', 'side', 'enough', 'grip', 'probably', 'forget', 'couple', 'things']",1
"['work', 'expect', 'better', 'fast', 'sleek', 'design', 'powerful']",1
"['turn', 'location', 'funtions', 'get', 'battery', 'last', 'around', 'hoursthe', 'android', 'system', 'drain', 'battery', 'hours', 'without', 'use', 'phone', 'screen', 'email', 'receive', 'notificationsi', 'see', 'point', 'smartphone', 'turn', 'feature', 'phone', 'get']",0
"['hand', 'best', 'smart', 'phone', 'ever', 'use', 'many', 'great', 'feature', 'phone', 'love', 'honestly', 'say', 'anything', 'bad', 'phone']",1
"['phone', 'everything', 'need', 'phone', 'like', 'health', 'relate', 'apps', 'phone', 'feature', 'awesome', 'camera', 'great', 'well']",1
"['love', 'great', 'phone', 'look', 'great', 'expect']",1
"['best', 'phone', 'own', 'far', 'love', 'really', 'personalize', 'phone', 'way', 'want']",1
"['get', 'phone', 'nearly', 'free', 'sell', 'galaxy', 'case', 'think', 'would', 'buy', 'info', 'see', 'give', 'appearance', 'iterative', 'update']",0
"['wait', 'get', 'phone', 'long', 'time', 'get', 'day', 'come', 'amaze', 'get', 'ship', 'house', 'first', 'time', 'hold', 'saw', 'person', 'little', 'sceptical', 'perferated', 'back']",1
"['own', 'samsung', 'phone', 'far', 'note', 'like', 'change', 'note', 'give', 'try', 'even', 'though', 'love', 'change', 'exercise', 'like', 'use', 'arm', 'strap', 'soon', 'get', 'fell', 'love']",1
"['great', 'resolution', 'camara', 'light', 'weight', 'battery', 'similar']",1
"['love', 'phone', 'work', 'great', 'battery', 'last', 'way', 'longer', 'think']",1
"['best', 'phone', 'ever', 'good', 'size', 'screen', 'clear', 'easy', 'understand', 'use']",1
"['like', 'nice', 'phone', 'get', 'excellent', 'performance', 'recommend', 'phone']",1
